TITLE="foil"
VARIABLES="Iteration" "R_1" "R_2" "R_3" "R_4" "R_5" "R_6" "C_L" "C_D" "C_M_x" "C_M_y" "C_M_z" "Wall Time" "C_x" "C_y" "C_z" "C_Lp" "C_Dp" "C_Lv" "C_Dv" "C_M_xp" "C_M_yp" "C_M_zp" "C_M_xv" "C_M_yv" "C_M_zv" "C_xp" "C_yp" "C_zp" "C_xv" "C_yv" "C_zv"
ZONE  I=50 F=POINT
11  0.1099840854E-02  0.2257605990E-02  0.2280744257E-03  0.3459546173E-03  0.2522856308E-02  0.1796026089E-01  0.1168888644E+01  0.6313958843E+01 -0.4562343916E+01 -0.2517544901E+02  0.7347750379E+02  0.5665156250E+01  0.6313958843E+01  0.4154652418E+01  0.1168888644E+01  0.1168887452E+01  0.6313806868E+01  0.1191956454E-05  0.1519747077E-03 -0.4562334965E+01 -0.2517543172E+02  0.7347593748E+02 -0.8950911465E-05 -0.1728445146E-04  0.1566313388E-02  0.6313806868E+01  0.4154652202E+01  0.1168887452E+01  0.1519747077E-03  0.2162972405E-06  0.1191956454E-05
12  0.1072448158E-02  0.2173228268E-02  0.2263412093E-03  0.3554918359E-03  0.2450287234E-02  0.1790194921E-01  0.1314402105E+01  0.7111158710E+01 -0.5094993450E+01 -0.2826587114E+02  0.8176750360E+02  0.5718556250E+01  0.7111158710E+01  0.4556715055E+01  0.1314402105E+01  0.1314401032E+01  0.7111008858E+01  0.1073332782E-05  0.1498517493E-03 -0.5094985491E+01 -0.2826585568E+02  0.8176595910E+02 -0.7959141796E-05 -0.1545142165E-04  0.1544503964E-02  0.7111008858E+01  0.4556714866E+01  0.1314401032E+01  0.1498517493E-03  0.1892034912E-06  0.1073332782E-05
13  0.1046279717E-02  0.2090996234E-02  0.2254175170E-03  0.3660492056E-03  0.2384367855E-02  0.1784395934E-01  0.1463839143E+01  0.7932744830E+01 -0.5633441834E+01 -0.3142933846E+02  0.9029003105E+02  0.5772056250E+01  0.7932744830E+01  0.4968519165E+01  0.1463839143E+01  0.1463838194E+01  0.7932597130E+01  0.9494545331E-06  0.1477001009E-03 -0.5633434912E+01 -0.3142932492E+02  0.9028850865E+02 -0.6921765290E-05 -0.1353755412E-04  0.1522397601E-02  0.7932597130E+01  0.4968519005E+01  0.1463838194E+01  0.1477001009E-03  0.1600307413E-06  0.9494545331E-06
14  0.1021404025E-02  0.2011253867E-02  0.2252848470E-03  0.3775026725E-03  0.2325193003E-02  0.1778643536E-01  0.1616507387E+01  0.8775339368E+01 -0.6173665355E+01 -0.3464975777E+02  0.9900884955E+02  0.5825656250E+01  0.8775339368E+01  0.5388203270E+01  0.1616507387E+01  0.1616506566E+01  0.8775193840E+01  0.8206955065E-06  0.1455280860E-03 -0.6173659513E+01 -0.3464974622E+02  0.9900734947E+02 -0.5842162045E-05 -0.1154861773E-04  0.1500080705E-02  0.8775193840E+01  0.5388203142E+01  0.1616506566E+01  0.1455280860E-03  0.1288270823E-06  0.8206955065E-06
15  0.9978370941E-03  0.1934310761E-02  0.2259009831E-03  0.3897317774E-03  0.2272684698E-02  0.1772948799E-01  0.1771856530E+01  0.9635483189E+01 -0.6714481943E+01 -0.3791390806E+02  0.1078867658E+03  0.5878956250E+01  0.9635483189E+01  0.5813882488E+01  0.1771856530E+01  0.1771855842E+01  0.9635339845E+01  0.6875055281E-06  0.1433434026E-03 -0.6714477219E+01 -0.3791389857E+02  0.1078852882E+03 -0.4724188300E-05 -0.9491560540E-05  0.1477632066E-02  0.9635339845E+01  0.5813882393E+01  0.1771855842E+01  0.1433434026E-03  0.9567905051E-07  0.6875055281E-06
16  0.9755678865E-03  0.1860292794E-02  0.2272094173E-03  0.4026144801E-03  0.2226515319E-02  0.1767319308E-01  0.1929174822E+01  0.1050970057E+02 -0.7251991899E+01 -0.4120637678E+02  0.1168867297E+03  0.5932156250E+01  0.1050970057E+02  0.6243681038E+01  0.1929174822E+01  0.1929174272E+01  0.1050955942E+02  0.5503714679E-06  0.1411532445E-03 -0.7251988327E+01 -0.4120636940E+02  0.1168852746E+03 -0.3572104860E-05 -0.7373979731E-05  0.1455126089E-02  0.1050955942E+02  0.6243680977E+01  0.1929174272E+01  0.1411532445E-03  0.6070393073E-07  0.5503714679E-06
17  0.9545853176E-03  0.1789360664E-02  0.2291650206E-03  0.4160179151E-03  0.2186372216E-02  0.1761759445E-01  0.2087874075E+01  0.1139447416E+02 -0.7783793145E+01 -0.4451390840E+02  0.1259712730E+03  0.5985556250E+01  0.1139447416E+02  0.6675725908E+01  0.2087874075E+01  0.2087873665E+01  0.1139433520E+02  0.4098842300E-06  0.1389641943E-03 -0.7783790754E+01 -0.4451390320E+02  0.1259698404E+03 -0.2390876381E-05 -0.5205035198E-05  0.1432629899E-02  0.1139433520E+02  0.6675725884E+01  0.2087873665E+01  0.1389641943E-03  0.2401337083E-07  0.4098842300E-06
18  0.9348415019E-03  0.1721535673E-02  0.2316931391E-03  0.4298743813E-03  0.2151820147E-02  0.1756271184E-01  0.2247466048E+01  0.1228628733E+02 -0.8308982736E+01 -0.4782401753E+02  0.1351035510E+03  0.6045256250E+01  0.1228628733E+02  0.7108156045E+01  0.2247466048E+01  0.2247465782E+01  0.1228615055E+02  0.2665650262E-06  0.1367821325E-03 -0.8308981550E+01 -0.4782401454E+02  0.1351021408E+03 -0.1185332481E-05 -0.2992799759E-05  0.1410205347E-02  0.1228615055E+02  0.7108156059E+01  0.2247465782E+01  0.1367821325E-03 -0.1425241361E-07  0.2665650262E-06
19  0.9163024359E-03  0.1656903084E-02  0.2347142153E-03  0.4441063439E-03  0.2122543165E-02  0.1750854990E-01  0.2407108023E+01  0.1318157754E+02 -0.8821746334E+01 -0.5111959496E+02  0.1442461830E+03  0.6098656250E+01  0.1318157754E+02  0.7539097622E+01  0.2407108023E+01  0.2407107902E+01  0.1318144293E+02  0.1209892973E-06  0.1346122719E-03 -0.8821746373E+01 -0.5111959422E+02  0.1442447951E+03  0.3954962022E-07 -0.7459986690E-06  0.1387906975E-02  0.1318144293E+02  0.7539097676E+01  0.2407107902E+01  0.1346122719E-03 -0.5389530349E-07  0.1209892973E-06
20  0.8989138874E-03  0.1595424706E-02  0.2381766949E-03  0.4586219162E-03  0.2098001363E-02  0.1745509059E-01  0.2566318237E+01  0.1407678418E+02 -0.9322908427E+01 -0.5439015347E+02  0.1533613665E+03  0.6158806250E+01  0.1407678418E+02  0.7966702726E+01  0.2566318237E+01  0.2566318263E+01  0.1407665172E+02 -0.2624176430E-07  0.1324592811E-03 -0.9322909706E+01 -0.5439015500E+02  0.1533600007E+03  0.1278481576E-05  0.1526040956E-05  0.1365781987E-02  0.1407665172E+02  0.7966702821E+01  0.2566318263E+01  0.1324592811E-03 -0.9473565893E-07 -0.2624176430E-07
21  0.8826725465E-03  0.1536820937E-02  0.2420016888E-03  0.4733826414E-03  0.2077639829E-02  0.1740230707E-01  0.2724171297E+01  0.1496848888E+02 -0.9808401781E+01 -0.5761731630E+02  0.1624134934E+03  0.6212256250E+01  0.1496848888E+02  0.8389158568E+01  0.2724171297E+01  0.2724171472E+01  0.1496835856E+02 -0.1745418124E-06  0.1303275036E-03 -0.9808404307E+01 -0.5761732011E+02  0.1624121495E+03  0.2525887051E-05  0.3814335401E-05  0.1343876978E-02  0.1496835856E+02  0.8389158705E+01  0.2724171472E+01  0.1303275036E-03 -0.1365565525E-06 -0.1745418124E-06
22  0.8675310896E-03  0.1481365477E-02  0.2461531790E-03  0.4882467416E-03  0.2061283225E-02  0.1735015403E-01  0.2880238927E+01  0.1585319608E+02 -0.1027712045E+02 -0.6079153787E+02  0.1713670334E+03  0.6265756250E+01  0.1585319608E+02  0.8804694612E+01  0.2880238927E+01  0.2880239250E+01  0.1585306786E+02 -0.3231948722E-06  0.1282205873E-03 -0.1027712422E+02 -0.6079154398E+02  0.1713657111E+03  0.3775581113E-05  0.6107856089E-05  0.1322229265E-02  0.1585306786E+02  0.8804694792E+01  0.2880239250E+01  0.1282205873E-03 -0.1791354306E-06 -0.3231948722E-06
23  0.8535196876E-03  0.1428684371E-02  0.2505606352E-03  0.5031938057E-03  0.2048450180E-02  0.1729858400E-01  0.3033744675E+01  0.1672758644E+02 -0.1072664990E+02 -0.6389763787E+02  0.1801869988E+03  0.6319106250E+01  0.1672758644E+02  0.9211537287E+01  0.3033744675E+01  0.3033745147E+01  0.1672746029E+02 -0.4715422305E-06  0.1261418819E-03 -0.1072665492E+02 -0.6389764627E+02  0.1801856980E+03  0.5021828471E-05  0.8396381925E-05  0.1300873687E-02  0.1672746029E+02  0.9211537509E+01  0.3033745147E+01  0.1261418819E-03 -0.2222209178E-06 -0.4715422305E-06
24  0.8405706989E-03  0.1379082641E-02  0.2551723884E-03  0.5181815861E-03  0.2039043596E-02  0.1724754199E-01  0.3184994079E+01  0.1758824227E+02 -0.1116103673E+02 -0.6693528261E+02  0.1888392844E+03  0.6372456250E+01  0.1758824227E+02  0.9608027156E+01  0.3184994079E+01  0.3184994698E+01  0.1758811818E+02 -0.6189626611E-06  0.1240938977E-03 -0.1116104298E+02 -0.6693529328E+02  0.1888380046E+03  0.6258543001E-05  0.1067035212E-04  0.1279838167E-02  0.1758811818E+02  0.9608027421E+01  0.3184994698E+01  0.1240938977E-03 -0.2655719008E-06 -0.6189626611E-06
25  0.8287060216E-03  0.1332371857E-02  0.2599588062E-03  0.5331867903E-03  0.2032791549E-02  0.1719696919E-01  0.3333914549E+01  0.1843187122E+02 -0.1158030312E+02 -0.6989905367E+02  0.1972906965E+03  0.6425756250E+01  0.1843187122E+02  0.9992528654E+01  0.3333914549E+01  0.3333915314E+01  0.1843174914E+02 -0.7647237236E-06  0.1220790710E-03 -0.1158031060E+02 -0.6989906658E+02  0.1972894373E+03  0.7479309123E-05  0.1291875536E-04  0.1259148258E-02  0.1843174914E+02  0.9992528963E+01  0.3333915314E+01  0.1220790710E-03 -0.3089463812E-06 -0.7647237236E-06
26  0.8179761526E-03  0.1288297344E-02  0.2648809512E-03  0.5481305185E-03  0.2029285467E-02  0.1714680773E-01  0.3480097796E+01  0.1925537077E+02 -0.1198492526E+02 -0.7278011031E+02  0.2055094292E+03  0.6479056250E+01  0.1925537077E+02  0.1036346402E+02  0.3480097796E+01  0.3480098705E+01  0.1925525067E+02 -0.9081174979E-06  0.1200994233E-03 -0.1198493394E+02 -0.7278012544E+02  0.2055081903E+03  0.8677865171E-05  0.1513084957E-04  0.1238825873E-02  0.1925525067E+02  0.1036346437E+02  0.3480098705E+01  0.1200994233E-03 -0.3520475022E-06 -0.9081174979E-06
27  0.8083914012E-03  0.1246440175E-02  0.2699105447E-03  0.5630589502E-03  0.2028077804E-02  0.1709700294E-01  0.3621889776E+01  0.2005593308E+02 -0.1237089464E+02 -0.7555413093E+02  0.2134635976E+03  0.6532156250E+01  0.2005593308E+02  0.1071918509E+02  0.3621889776E+01  0.3621890824E+01  0.2005581492E+02 -0.1048662209E-05  0.1181567703E-03 -0.1237090449E+02 -0.7555414823E+02  0.2134623787E+03  0.9849075661E-05  0.1729892060E-04  0.1218889125E-02  0.2005581492E+02  0.1071918548E+02  0.3621890824E+01  0.1181567703E-03 -0.3945844286E-06 -0.1048662209E-05
28  0.7999805294E-03  0.1207325032E-02  0.2750532696E-03  0.5779270345E-03  0.2029666949E-02  0.1704747763E-01  0.3759504332E+01  0.2083051533E+02 -0.1273798522E+02 -0.7822164951E+02  0.2211243772E+03  0.6585456250E+01  0.2083051533E+02  0.1105829187E+02  0.3759504332E+01  0.3759505518E+01  0.2083039908E+02 -0.1185589583E-05  0.1162524290E-03 -0.1273799621E+02 -0.7822166892E+02  0.2211231779E+03  0.1098660150E-04  0.1941126475E-04  0.1199353717E-02  0.2083039908E+02  0.1105829231E+02  0.3759505518E+01  0.1162524290E-03 -0.4362775033E-06 -0.1185589583E-05
29  0.7927785599E-03  0.1170675277E-02  0.2802697672E-03  0.5927234349E-03  0.2033678273E-02  0.1699816485E-01  0.3892432754E+01  0.2157632441E+02 -0.1308965008E+02 -0.8077544053E+02  0.2284631634E+03  0.6638756250E+01  0.2157632441E+02  0.1137941200E+02  0.3892432754E+01  0.3892434072E+01  0.2157621003E+02 -0.1318413529E-05  0.1143872274E-03 -0.1308966216E+02 -0.8077546199E+02  0.2284619832E+03  0.1208588161E-04  0.2146033250E-04  0.1180229023E-02  0.2157621003E+02  0.1137941248E+02  0.3892434072E+01  0.1143872274E-03 -0.4768219078E-06 -0.1318413529E-05
30  0.7868050236E-03  0.1136367757E-02  0.2855513875E-03  0.6074758968E-03  0.2039951869E-02  0.1694900111E-01  0.4020514745E+01  0.2229076317E+02 -0.1342778093E+02 -0.8321113698E+02  0.2354528090E+03  0.6692006250E+01  0.2229076317E+02  0.1168119333E+02  0.4020514745E+01  0.4020516192E+01  0.2229065061E+02 -0.1446571475E-05  0.1125620964E-03 -0.1342779407E+02 -0.8321116041E+02  0.2354516475E+03  0.1314214858E-04  0.2343746322E-04  0.1161525452E-02  0.2229065061E+02  0.1168119385E+02  0.4020516192E+01  0.1125620964E-03 -0.5159189439E-06 -0.1446571475E-05
31  0.7820864500E-03  0.1104315140E-02  0.2908797735E-03  0.6221439493E-03  0.2048325842E-02  0.1689992578E-01  0.4143043416E+01  0.2297145435E+02 -0.1374828266E+02 -0.8551870952E+02  0.2420690320E+03  0.6745356250E+01  0.2297145435E+02  0.1196245104E+02  0.4143043416E+01  0.4143044986E+01  0.2297134358E+02 -0.1569526656E-05  0.1107775855E-03 -0.1374829681E+02 -0.8551873486E+02  0.2420678887E+03  0.1415099502E-04  0.2533455244E-04  0.1143250318E-02  0.2297134358E+02  0.1196245159E+02  0.4143044986E+01  0.1107775855E-03 -0.5532531699E-06 -0.1569526656E-05
32  0.7786408292E-03  0.1074441445E-02  0.2962399106E-03  0.6367521360E-03  0.2058791624E-02  0.1685088370E-01  0.4259966218E+01  0.2361615519E+02 -0.1405192113E+02 -0.8769574744E+02  0.2482890234E+03  0.6798656250E+01  0.2361615519E+02  0.1222208371E+02  0.4259966218E+01  0.4259967905E+01  0.2361604616E+02 -0.1686823746E-05  0.1090339804E-03 -0.1405193624E+02 -0.8769577459E+02  0.2482878980E+03  0.1510866765E-04  0.2714474078E-04  0.1125407648E-02  0.2361604616E+02  0.1222208430E+02  0.4259967905E+01  0.1090339804E-03 -0.5885531835E-06 -0.1686823746E-05
33  0.7765134741E-03  0.1046516534E-02  0.3016341840E-03  0.6513296132E-03  0.2071323128E-02  0.1680181984E-01  0.4370991182E+01  0.2422287115E+02 -0.1434287417E+02 -0.8973615093E+02  0.2540922866E+03  0.6851956250E+01  0.2422287115E+02  0.1245911619E+02  0.4370991182E+01  0.4370992980E+01  0.2422276382E+02 -0.1798089307E-05  0.1073314856E-03 -0.1434289018E+02 -0.8973617980E+02  0.2540911786E+03  0.1601177686E-04  0.2886210586E-04  0.1107998940E-02  0.2422276382E+02  0.1245911682E+02  0.4370992980E+01  0.1073314856E-03 -0.6215312167E-06 -0.1798089307E-05
34  0.7756465542E-03  0.1020792964E-02  0.3070805632E-03  0.6658695324E-03  0.2085809355E-02  0.1675267389E-01  0.4476323085E+01  0.2478979538E+02 -0.1462255154E+02 -0.9164445905E+02  0.2594622813E+03  0.6905380357E+01  0.2478979538E+02  0.1267276625E+02  0.4476323085E+01  0.4476324987E+01  0.2478968971E+02 -0.1902892132E-05  0.1056702168E-03 -0.1462256839E+02 -0.9164448953E+02  0.2594611902E+03  0.1685678140E-04  0.3048013838E-04  0.1091028526E-02  0.2478968971E+02  0.1267276690E+02  0.4476324987E+01  0.1056702168E-03 -0.6518849266E-06 -0.1902892132E-05
35  0.7760502875E-03  0.9969978480E-03  0.3125947805E-03  0.6804023003E-03  0.2102093872E-02  0.1670339375E-01  0.4576016714E+01  0.2531538215E+02 -0.1489339165E+02 -0.9342228722E+02  0.2643833838E+03  0.6958706250E+01  0.2531538215E+02  0.1286229468E+02  0.4576016714E+01  0.4576018715E+01  0.2531527810E+02 -0.2000946252E-05  0.1040501366E-03 -0.1489340929E+02 -0.9342231922E+02  0.2643823093E+03  0.1764188966E-04  0.3199421509E-04  0.1074495823E-02  0.2531527810E+02  0.1286229536E+02  0.4576018715E+01  0.1040501366E-03 -0.6793308161E-06 -0.2000946252E-05
36  0.7776932625E-03  0.9751110717E-03  0.3181767683E-03  0.6949093981E-03  0.2120040227E-02  0.1665393455E-01  0.4669916010E+01  0.2579840876E+02 -0.1515417176E+02 -0.9506851604E+02  0.2688447096E+03  0.7018056250E+01  0.2579840876E+02  0.1302720295E+02  0.4669916010E+01  0.4669918102E+01  0.2579830629E+02 -0.2092112572E-05  0.1024707619E-03 -0.1515419013E+02 -0.9506854944E+02  0.2688436512E+03  0.1836610066E-04  0.3340213657E-04  0.1058398296E-02  0.2579830629E+02  0.1302720365E+02  0.4669918102E+01  0.1024707619E-03 -0.7036126240E-06 -0.2092112572E-05
37  0.7805646687E-03  0.9549869785E-03  0.3238321639E-03  0.7094383101E-03  0.2139655415E-02  0.1660425012E-01  0.4757647249E+01  0.2623785785E+02 -0.1540479603E+02 -0.9657973709E+02  0.2728368175E+03  0.7071306250E+01  0.2623785785E+02  0.1316716550E+02  0.4757647249E+01  0.4757649425E+01  0.2623775692E+02 -0.2176240415E-05  0.1009319581E-03 -0.1540481506E+02 -0.9657977179E+02  0.2728357748E+03  0.1902809575E-04  0.3470168457E-04  0.1042735411E-02  0.2623775692E+02  0.1316716622E+02  0.4757649425E+01  0.1009319581E-03 -0.7244882230E-06 -0.2176240415E-05
38  0.7846106624E-03  0.9367110058E-03  0.3295638996E-03  0.7240029859E-03  0.2160848142E-02  0.1655429208E-01  0.4839728930E+01  0.2663316204E+02 -0.1564593648E+02 -0.9796491964E+02  0.2763556151E+03  0.7131056250E+01  0.2663316204E+02  0.1328216306E+02  0.4839728930E+01  0.4839731183E+01  0.2663306260E+02 -0.2253222646E-05  0.9943333564E-04 -0.1564595611E+02 -0.9796495553E+02  0.2763545876E+03  0.1962766415E-04  0.3589096269E-04  0.1027504712E-02  0.2663306260E+02  0.1328216380E+02  0.4839731183E+01  0.9943333564E-04 -0.7417510500E-06 -0.2253222646E-05
39  0.7898138369E-03  0.9199675351E-03  0.3354016563E-03  0.7386201572E-03  0.2183525986E-02  0.1650402151E-01  0.4915590293E+01  0.2698401694E+02 -0.1587774322E+02 -0.9921778075E+02  0.2793981951E+03  0.7184456250E+01  0.2698401694E+02  0.1337219756E+02  0.4915590293E+01  0.4915592616E+01  0.2698391897E+02 -0.2323080177E-05  0.9797449183E-04 -0.1587776339E+02 -0.9921781773E+02  0.2793971824E+03  0.2016524020E-04  0.3697068050E-04  0.1012701798E-02  0.2698391897E+02  0.1337219831E+02  0.4915592616E+01  0.9797449183E-04 -0.7552259396E-06 -0.2323080177E-05
40  0.7961456082E-03  0.9047474203E-03  0.3413488861E-03  0.7533240283E-03  0.2207747806E-02  0.1645340345E-01  0.4984702805E+01  0.2729023251E+02 -0.1609815103E+02 -0.1003334368E+03  0.2819636052E+03  0.7246556250E+01  0.2729023251E+02  0.1343739624E+02  0.4984702805E+01  0.4984705191E+01  0.2729013595E+02 -0.2386010037E-05  0.9655491069E-04 -0.1609817167E+02 -0.1003334747E+03  0.2819626069E+03  0.2064305536E-04  0.3794353639E-04  0.9983220454E-03  0.2729013595E+02  0.1343739701E+02  0.4984705191E+01  0.9655491069E-04 -0.7647037857E-06 -0.2386010037E-05
41  0.8034671922E-03  0.8911454261E-03  0.3473899815E-03  0.7680945351E-03  0.2233366890E-02  0.1640240409E-01  0.5047350806E+01  0.2755184717E+02 -0.1630975366E+02 -0.1013204616E+03  0.2840548748E+03  0.7299956250E+01  0.2755184717E+02  0.1347807111E+02  0.5047350806E+01  0.5047353248E+01  0.2755175199E+02 -0.2442109542E-05  0.9517401798E-04 -0.1630977472E+02 -0.1013205004E+03  0.2840538905E+03  0.2106238674E-04  0.3881072000E-04  0.9843592440E-03  0.2755175199E+02  0.1347807188E+02  0.5047353248E+01  0.9517401798E-04 -0.7700946956E-06 -0.2442109542E-05
42  0.8117961209E-03  0.8790909845E-03  0.3535478555E-03  0.7830000082E-03  0.2260526739E-02  0.1635099300E-01  0.5103950397E+01  0.2776918795E+02 -0.1651429690E+02 -0.1021857158E+03  0.2856779318E+03  0.7353156250E+01  0.2776918795E+02  0.1349481472E+02  0.5103950397E+01  0.5103952888E+01  0.2776909412E+02 -0.2491519622E-05  0.9383107822E-04 -0.1651431832E+02 -0.1021857553E+03  0.2856769610E+03  0.2142456558E-04  0.3957487661E-04  0.9708067706E-03  0.2776909412E+02  0.1349481549E+02  0.5103952888E+01  0.9383107822E-04 -0.7713051784E-06 -0.2491519622E-05
